image_name,anchor_1,anchor_2,anchor_3,anchor_4
BE24-05-04014.jpg,"{'center': [79, 269], 'bbox': [66, 257, 92, 281]}","{'center': [1576, 282], 'bbox': [1564, 270, 1589, 294]}","{'center': [80, 2208], 'bbox': [68, 2196, 93, 2221]}","{'center': [1578, 2205], 'bbox': [1565, 2193, 1591, 2218]}"
BE24-05-04015.jpg,"{'center': [79, 272], 'bbox': [66, 260, 92, 285]}","{'center': [1576, 285], 'bbox': [1564, 273, 1589, 298]}","{'center': [80, 2214], 'bbox': [68, 2202, 93, 2226]}","{'center': [1578, 2210], 'bbox': [1565, 2198, 1591, 2223]}"
BE24-05-04016.jpg,"{'center': [78, 274], 'bbox': [65, 262, 91, 286]}","{'center': [1575, 287], 'bbox': [1562, 275, 1588, 299]}","{'center': [77, 2210], 'bbox': [64, 2198, 90, 2222]}","{'center': [1575, 2209], 'bbox': [1562, 2197, 1588, 2221]}"
BE24-05-04017.jpg,"{'center': [78, 272], 'bbox': [65, 260, 91, 285]}","{'center': [1575, 285], 'bbox': [1562, 273, 1588, 297]}","{'center': [79, 2211], 'bbox': [66, 2200, 92, 2223]}","{'center': [1577, 2208], 'bbox': [1564, 2196, 1590, 2220]}"
BE24-05-04018.jpg,"{'center': [80, 273], 'bbox': [67, 261, 93, 285]}","{'center': [1576, 286], 'bbox': [1564, 274, 1589, 299]}","{'center': [80, 2212], 'bbox': [67, 2201, 93, 2224]}","{'center': [1577, 2211], 'bbox': [1565, 2199, 1590, 2223]}"
BE24-05-04019.jpg,"{'center': [78, 273], 'bbox': [66, 261, 91, 285]}","{'center': [1576, 286], 'bbox': [1563, 274, 1589, 298]}","{'center': [80, 2214], 'bbox': [68, 2203, 93, 2226]}","{'center': [1578, 2209], 'bbox': [1565, 2198, 1591, 2221]}"
BE24-05-04020.jpg,"{'center': [78, 278], 'bbox': [65, 266, 91, 291]}","{'center': [1575, 292], 'bbox': [1562, 280, 1588, 305]}","{'center': [80, 2218], 'bbox': [67, 2206, 94, 2230]}","{'center': [1577, 2214], 'bbox': [1565, 2202, 1590, 2227]}"
BE24-05-04021.jpg,"{'center': [78, 280], 'bbox': [65, 268, 91, 292]}","{'center': [1574, 292], 'bbox': [1561, 280, 1587, 304]}","{'center': [79, 2217], 'bbox': [66, 2205, 92, 2229]}","{'center': [1576, 2215], 'bbox': [1563, 2203, 1589, 2227]}"
BE24-05-04022.jpg,"{'center': [78, 277], 'bbox': [65, 265, 91, 289]}","{'center': [1575, 290], 'bbox': [1562, 278, 1588, 302]}","{'center': [78, 2211], 'bbox': [65, 2199, 91, 2224]}","{'center': [1575, 2210], 'bbox': [1562, 2198, 1588, 2223]}"
BE24-05-04023.jpg,"{'center': [78, 278], 'bbox': [65, 266, 91, 290]}","{'center': [1574, 292], 'bbox': [1562, 280, 1587, 304]}","{'center': [78, 2214], 'bbox': [65, 2203, 91, 2226]}","{'center': [1575, 2212], 'bbox': [1563, 2200, 1588, 2224]}"
BE24-05-04024.jpg,"{'center': [78, 274], 'bbox': [65, 262, 91, 286]}","{'center': [1574, 289], 'bbox': [1562, 278, 1587, 301]}","{'center': [78, 2211], 'bbox': [65, 2199, 91, 2224]}","{'center': [1575, 2208], 'bbox': [1562, 2196, 1588, 2221]}"
BE24-05-04025.jpg,"{'center': [77, 277], 'bbox': [64, 265, 90, 289]}","{'center': [1575, 291], 'bbox': [1562, 279, 1588, 303]}","{'center': [79, 2211], 'bbox': [66, 2199, 92, 2224]}","{'center': [1576, 2209], 'bbox': [1563, 2197, 1589, 2221]}"
BE24-05-04026.jpg,"{'center': [80, 270], 'bbox': [67, 258, 93, 283]}","{'center': [1577, 285], 'bbox': [1565, 273, 1590, 298]}","{'center': [78, 2211], 'bbox': [65, 2199, 91, 2223]}","{'center': [1575, 2208], 'bbox': [1563, 2196, 1588, 2220]}"
BE24-05-04027.jpg,"{'center': [80, 277], 'bbox': [68, 265, 93, 290]}","{'center': [1577, 292], 'bbox': [1565, 280, 1590, 304]}","{'center': [80, 2219], 'bbox': [67, 2207, 93, 2231]}","{'center': [1577, 2216], 'bbox': [1565, 2204, 1590, 2228]}"
BE24-05-04028.jpg,"{'center': [79, 276], 'bbox': [66, 264, 92, 288]}","{'center': [1576, 289], 'bbox': [1563, 277, 1589, 302]}","{'center': [80, 2214], 'bbox': [67, 2202, 93, 2227]}","{'center': [1577, 2212], 'bbox': [1565, 2200, 1590, 2224]}"
BE24-05-04029.jpg,"{'center': [81, 270], 'bbox': [68, 258, 94, 282]}","{'center': [1577, 287], 'bbox': [1565, 276, 1590, 299]}","{'center': [81, 2209], 'bbox': [68, 2197, 94, 2222]}","{'center': [1577, 2197], 'bbox': [1564, 2186, 1590, 2209]}"
BE24-05-04030.jpg,"{'center': [79, 277], 'bbox': [66, 265, 92, 289]}","{'center': [1576, 289], 'bbox': [1563, 277, 1589, 302]}","{'center': [79, 2211], 'bbox': [66, 2199, 92, 2223]}","{'center': [1576, 2209], 'bbox': [1563, 2197, 1589, 2222]}"
BE24-05-04031.jpg,"{'center': [79, 278], 'bbox': [66, 266, 92, 290]}","{'center': [1575, 292], 'bbox': [1562, 281, 1588, 304]}","{'center': [79, 2214], 'bbox': [66, 2202, 92, 2226]}","{'center': [1576, 2212], 'bbox': [1563, 2200, 1589, 2224]}"
BE24-05-04032.jpg,"{'center': [80, 279], 'bbox': [67, 267, 93, 292]}","{'center': [1577, 294], 'bbox': [1564, 282, 1590, 306]}","{'center': [81, 2216], 'bbox': [68, 2204, 94, 2228]}","{'center': [1578, 2213], 'bbox': [1565, 2201, 1591, 2225]}"
BE24-05-04033.jpg,"{'center': [79, 272], 'bbox': [66, 260, 92, 285]}","{'center': [1575, 287], 'bbox': [1563, 275, 1588, 299]}","{'center': [79, 2209], 'bbox': [67, 2198, 92, 2221]}","{'center': [1577, 2205], 'bbox': [1564, 2194, 1590, 2217]}"
BE24-05-04034.jpg,"{'center': [65, 276], 'bbox': [52, 264, 78, 288]}","{'center': [1561, 293], 'bbox': [1549, 282, 1574, 305]}","{'center': [65, 2219], 'bbox': [52, 2208, 78, 2231]}","{'center': [1562, 2208], 'bbox': [1549, 2196, 1575, 2220]}"
BE24-05-04035.jpg,"{'center': [78, 279], 'bbox': [65, 267, 91, 292]}","{'center': [1575, 293], 'bbox': [1563, 281, 1588, 305]}","{'center': [81, 2216], 'bbox': [68, 2204, 94, 2228]}","{'center': [1579, 2211], 'bbox': [1566, 2199, 1592, 2224]}"
BE24-05-04036.jpg,"{'center': [80, 271], 'bbox': [67, 258, 93, 284]}","{'center': [1577, 289], 'bbox': [1564, 277, 1590, 301]}","{'center': [80, 2214], 'bbox': [67, 2202, 93, 2226]}","{'center': [1577, 2206], 'bbox': [1564, 2194, 1590, 2218]}"
BE24-05-04037.jpg,"{'center': [80, 271], 'bbox': [67, 259, 93, 283]}","{'center': [1577, 290], 'bbox': [1564, 278, 1590, 302]}","{'center': [80, 2217], 'bbox': [67, 2205, 93, 2230]}","{'center': [1577, 2204], 'bbox': [1564, 2192, 1590, 2216]}"
BE24-05-04038.jpg,"{'center': [79, 278], 'bbox': [66, 266, 92, 291]}","{'center': [1576, 293], 'bbox': [1564, 281, 1589, 306]}","{'center': [80, 2214], 'bbox': [67, 2202, 93, 2227]}","{'center': [1577, 2212], 'bbox': [1564, 2200, 1590, 2224]}"
BE24-05-04039.jpg,"{'center': [79, 277], 'bbox': [66, 265, 92, 289]}","{'center': [1575, 291], 'bbox': [1563, 280, 1588, 303]}","{'center': [78, 2212], 'bbox': [66, 2200, 91, 2225]}","{'center': [1575, 2209], 'bbox': [1563, 2197, 1588, 2221]}"
BE24-05-04040.jpg,"{'center': [80, 268], 'bbox': [67, 256, 93, 281]}","{'center': [1577, 286], 'bbox': [1564, 274, 1590, 299]}","{'center': [80, 2212], 'bbox': [67, 2200, 93, 2224]}","{'center': [1577, 2199], 'bbox': [1564, 2187, 1590, 2211]}"
BE24-05-04041.jpg,"{'center': [77, 280], 'bbox': [64, 268, 90, 292]}","{'center': [1574, 293], 'bbox': [1561, 281, 1587, 305]}","{'center': [78, 2214], 'bbox': [66, 2202, 91, 2226]}","{'center': [1576, 2211], 'bbox': [1563, 2199, 1589, 2223]}"
BE24-05-04042.jpg,"{'center': [78, 273], 'bbox': [65, 261, 91, 286]}","{'center': [1575, 286], 'bbox': [1562, 274, 1588, 299]}","{'center': [80, 2207], 'bbox': [67, 2196, 93, 2219]}","{'center': [1577, 2202], 'bbox': [1564, 2191, 1590, 2214]}"
BE24-05-04043.jpg,"{'center': [79, 279], 'bbox': [66, 267, 92, 291]}","{'center': [1575, 295], 'bbox': [1563, 283, 1588, 307]}","{'center': [78, 2215], 'bbox': [65, 2203, 91, 2227]}","{'center': [1575, 2212], 'bbox': [1562, 2200, 1588, 2225]}"
BE24-05-04044.jpg,"{'center': [77, 271], 'bbox': [64, 259, 91, 283]}","{'center': [1574, 287], 'bbox': [1562, 275, 1587, 299]}","{'center': [78, 2211], 'bbox': [65, 2199, 92, 2224]}","{'center': [1575, 2202], 'bbox': [1562, 2190, 1588, 2214]}"
BE24-05-04045.jpg,"{'center': [79, 279], 'bbox': [66, 267, 92, 291]}","{'center': [1576, 293], 'bbox': [1563, 281, 1589, 305]}","{'center': [77, 2215], 'bbox': [64, 2204, 91, 2227]}","{'center': [1575, 2213], 'bbox': [1563, 2202, 1588, 2225]}"
BE24-05-04046.jpg,"{'center': [78, 279], 'bbox': [65, 267, 91, 291]}","{'center': [1574, 293], 'bbox': [1562, 281, 1587, 305]}","{'center': [77, 2213], 'bbox': [65, 2202, 90, 2224]}","{'center': [1574, 2211], 'bbox': [1562, 2200, 1587, 2223]}"
BE24-05-04047.jpg,"{'center': [78, 275], 'bbox': [65, 263, 91, 287]}","{'center': [1575, 291], 'bbox': [1563, 279, 1588, 303]}","{'center': [79, 2211], 'bbox': [66, 2199, 92, 2223]}","{'center': [1576, 2205], 'bbox': [1564, 2194, 1589, 2217]}"
BE24-05-04048.jpg,"{'center': [65, 274], 'bbox': [52, 262, 78, 287]}","{'center': [1562, 292], 'bbox': [1549, 280, 1575, 304]}","{'center': [61, 2210], 'bbox': [49, 2198, 74, 2223]}","{'center': [1559, 2210], 'bbox': [1546, 2198, 1572, 2222]}"
BE24-05-04049.jpg,"{'center': [77, 279], 'bbox': [64, 267, 90, 292]}","{'center': [1574, 294], 'bbox': [1561, 282, 1587, 306]}","{'center': [77, 2215], 'bbox': [64, 2203, 90, 2227]}","{'center': [1575, 2212], 'bbox': [1562, 2200, 1588, 2224]}"
BE24-05-04050.jpg,"{'center': [62, 279], 'bbox': [49, 266, 75, 292]}","{'center': [1559, 295], 'bbox': [1547, 283, 1572, 308]}","{'center': [62, 2216], 'bbox': [49, 2204, 75, 2229]}","{'center': [1559, 2211], 'bbox': [1546, 2199, 1572, 2224]}"
